NAME,MSTAR,A,PER,ECC,MASS,R
,msun,au,day,,mjupiter,rjupiter
Kepler-867 b,0.92,0.537936,150.242127,0,0.0711111,0.414
Kepler-206 d,,0.160305,23.44281,,0.00538981,0.106165
Kepler-209 c,,0.235528,41.749882,,0.0286557,0.276563
Kepler-1438 b,0.97,0.0339456,2.31942009,0,0.00235177,0.084
HD 1502 b,1.47,1.27206,431.8,0.101,2.9072,
HD 142022 b,0.9,2.93163,1928,0.53,4.46762,
GJ 3293 c,0.42,0.363982,123.75,0.33,0.081,
Kepler-1061 b,1.09,0.0396104,2.75798267,0,0.014644,0.177
Kepler-134 c,,0.0914787,10.105785,,0.00656354,0.11241
Kepler-126 b,,0.0938169,10.495711,,0.0123086,0.135605
Kepler-329 c,,0.137805,18.684737,,0.0142208,0.172183
Kepler-766 b,1.1,0.0674482,6.10027804,0,0.0345375,0.302
Kepler-131 b,1.02,0.12557,16.092,0,0.0526382,0.215006
WASP-72 b,1.327,0.036575,2.216726,0,1.40771,1.01
Kepler-887 b,1.19,0.15495,20.42228798,0,0.0135358,0.164
Kepler-819 b,0.86,0.192248,33.1995648,0,0.0230257,0.246
HD 212771 b,1.51,1.16471,373.3,0.111,2.70016,
WASP-47 d,1.02,0.0854327,9.03081,,0.0405776,0.3238
Kepler-135 b,,0.0646392,6.00253,,0.0133325,0.161477
HD 134987 b,1.054,0.807929,258.18,0.233,1.56347,
Kepler-441 b,0.572,0.568939,207.2482,0,0.0121773,0.146312
Kepler-149 b,,0.185574,29.198943,,0.0581875,0.375591
Kepler-1228 b,0.78,0.0124913,0.57736958,0,0.0115145,0.137
Kepler-289 c,,0.491526,125.866438,,1,1.16335
Kepler-956 b,1.1,0.0610151,5.24867263,0,0.0269309,0.268
HD 187123 c,1.037,4.83146,3805.6705,0.252086,1.9422,
HD 101930 b,0.74,0.302019,70.459999,0.11,0.299187,
Kepler-46 c,0.902,0.280101,57.011,0.0146,0.376,
Kepler-1281 b,0.87,0.0398578,3.11602791,0,0.0121546,0.146
Kepler-1640 b,1.27,0.081813,7.5844126,0,0.0768885,0.43
Kepler-174 d,,0.771174,247.35373,,0.0164167,0.195379
Kepler-253 d,,0.135013,18.119869,,0.0299917,0.282808
Kepler-914 b,1.1,0.054326,4.40966548,0,0.00890695,0.123
HD 131664 b,1.1,3.17098,1951,0.638,18.3282,
HIP 57050 b,0.34,0.163506,41.397,0.314,0.297735,
GJ 687 b,0.413,0.165144,38.14,0.04,0.058,
Kepler-9 d,1,0.0266925,1.592851,0,0.0121773,0.146311
Kepler-49 b,0.55,0.0598092,7.2037945,,0.0224607,0.242446
WASP-73 b,1.34,0.0551807,4.08722,0,1.88059,1.16
Kepler-1467 b,0.86,0.24258,47.0569043,0,0.0325593,0.294
Kepler-643 b,1,0.126015,16.33889626,0,0.498041,0.906
WASP-67 b,0.87,0.0517914,4.61442,0,0.41931,1.4
HD 147018 c,0.927,1.92274,1008,0.133,6.59355,
Kepler-1055 b,0.98,0.0338227,2.29503623,0,0.00609283,0.11
Kepler-1254 b,0.78,0.0835695,9.99113313,0,0.0115843,0.138
Kepler-1329 b,0.72,0.0777748,9.33646594,0,0.0162741,0.194
Kepler-531 b,0.78,0.173489,29.88485741,0,0.0233514,0.248
Kepler-1261 b,0.82,0.243384,48.4308991,0,0.017125,0.202
Kepler-32 b,0.54,0.0520435,5.90124,0,0.0165128,0.1963
Kepler-1521 b,0.81,0.238093,47.14840805,0,0.01966,0.223
HD 92788 b,1.078,0.951142,325.81,0.334,3.56392,
Kepler-83 c,0.66,0.125924,20.09,,0.0181548,0.211
Kepler-694 b,0.97,0.0665428,6.36584161,0,0.0236826,0.25
CoRoT-26 b,1.09,0.052477,4.20474,0,0.479479,1.26
HAT-P-12 b,0.73,0.0383737,3.2130598,0,0.210804,0.959
Kepler-178 c,,0.146843,20.552802,,0.0248763,0.256936
Kepler-994 b,0.56,0.0177185,1.15116651,0,0.0119381,0.143
Kepler-603 c,1.01,0.498476,127.9075774,0,0.115338,0.58
Kepler-82 d,,0.0349155,2.382961,,0.0130508,0.157909
Kepler-1417 b,1.02,0.146844,20.3505213,0,0.00289089,0.089
HD 114613 b,1.364,5.3109,3827,0.25,0.506039,
Kepler-130 d,,0.385778,87.517905,,0.0121773,0.146311
HD 154857 b,1.718,1.2912,408.6,0.46,2.24797,
Kepler-106 e,1,0.243344,43.8445,0,0.0203863,0.228368
Kepler-355 b,,0.0969854,11.03189,,0.0107805,0.130252
Kepler-220 c,,0.0848919,9.034199,,0.0117295,0.140066
Kepler-243 b,,0.0625614,5.715442,,0.0190864,0.218574
Kepler-712 b,0.84,0.140655,21.02247699,0,0.0350514,0.304
Kepler-297 b,,0.224576,38.871826,,0.0247188,0.256044
Kepler-220 b,,0.05062,4.159807,,0.00137963,0.0722634
Kepler-483 b,1.28,0.206202,30.229104,0,0.0307009,0.286
Kepler-245 c,,0.131719,17.460812,,0.0163243,0.194487
Kepler-25 c,1.19,0.113014,12.7204,0,0.0899033,0.463913
Kepler-1435 b,1.21,0.0564501,4.45343281,0,0.00172655,0.077
Kepler-1405 b,1.05,0.18441,28.2274184,0,0.0503054,0.353
HD 163607 b,1.09,0.359201,75.29,0.73,0.768857,
Kepler-1254 c,0.78,0.0423228,3.60084276,0,0.00730709,0.116
Kepler-1397 b,1.09,0.263981,47.449955,0,0.0126737,0.153
HATS-2 b,0.882,0.0229834,1.354133,0,1.34915,1.168
HD 19994 b,1.365,1.30567,466.2,0.266,1.32681,
Kepler-619 b,1.09,0.062026,5.4042722,0,0.029815,0.282
WASP-29 b,0.825,0.0456587,3.922727,0.03,0.242991,0.792
OGLE-TR-182 b,1.14,0.0513517,3.9791,0,1.0245,1.13
Kepler-1289 b,1.1,0.0807438,7.99019627,0,0.0124263,0.136
Kepler-1576 b,1.05,0.0726835,6.98471973,0,0.00338324,0.093
HD 85512 b,0.69,0.260405,58.43,0.11,0.0113953,
HD 106252 b,1.007,2.61147,1531,0.482,6.95913,
Kepler-222 d,,0.180811,28.081912,,0.0422294,0.3292
Kepler-1304 b,0.85,0.118345,16.1288853,0,0.0173469,0.204
Kepler-1546 b,0.95,0.139845,19.5974971,0,0.0291691,0.279
Kepler-394 b,,0.0783155,8.005013,,0.0119197,0.142742
Kepler-1250 b,0.99,0.0369521,2.60754383,0,0.0141192,0.171
18 Del b,2.33,2.58655,993.3,0.08,10.298,
Kepler-218 b,,0.0461345,3.619337,,0.0112762,0.132037
Kepler-54 c,0.51,0.0822829,12.0717249,,0.00602351,0.109635
Kepler-33 b,1.291,0.0677431,5.66793,0,0.0128331,0.155094
Kepler-1437 b,0.93,0.0940811,10.9295461,0,0.00866602,0.122
Kepler-391 b,,0.0744302,7.416755,,0.0305853,0.285485
Kepler-618 b,1.05,0.0466872,3.59576964,0,0.0208973,0.232
Kepler-55 e,,0.0542683,4.617534,,0.011604,0.138282
Kepler-34 b,1.0479,0.86856,288.822,0.182,0.220004,0.764
Kepler-255 d,0.97,0.0199578,1.04562266,0,0.00774372,0.118
Kepler-1085 b,1.11,0.736945,219.3217528,0,0.154219,0.644
Kepler-383 b,,0.107672,12.904532,,0.00769114,0.117763
Kepler-444 f,0.758,0.0813861,9.740486,0.29,0.00108547,0.0675
HD 171028 b,1.01,1.31895,550,0.59,1.98809,
Kepler-336 b,,0.0313231,2.024823,,0.00313003,0.0909983
WASP-1 b,1.2,0.0385203,2.5199449,0,0.918,1.516
XO-5 b,1,0.0508651,4.1877537,0,1.15251,1.03
HAT-P-3 b,0.928,0.0388252,2.899703,0,0.595712,0.899
Kepler-1175 b,0.9,0.213368,37.94563,0,0.0267373,0.267
Kepler-1421 b,1.25,0.0765054,6.9131112,0,0.00225358,0.083
Kepler-1626 b,1.51,0.0578859,4.13962966,0,0.0149156,0.18
Kepler-252 c,,0.0959074,10.848463,,0.0160511,0.19181
Kepler-718 b,1.18,0.0333991,2.0523499,0,1,1.477
Kepler-247 b,,0.0436956,3.33616,,0.0121773,0.146311
Kepler-251 e,,0.420626,99.640161,,0.0232079,0.247123
Kepler-1583 b,0.94,0.0849527,9.32807355,0,0.000499273,0.054
Kepler-282 b,,0.0860552,9.220524,,0.00302153,0.0901062
Kepler-354 c,,0.129058,16.934402,,0.00749504,0.11687
Kepler-1529 b,0.81,0.0557286,5.33905686,0,0.0155754,0.187
Kepler-1446 b,0.81,0.0142447,0.68996783,0,0.00142986,0.073
upsilon And d,1.31,2.52452,1278.1218,0.267395,4.11582,
Kepler-1098 b,0.99,0.0363405,2.54307286,0,0.00730709,0.116
Kepler-102 b,0.8,0.0551367,5.28696,0,0,0.041927
